sample_id,population_id,superpopulation,dataset,country,neural_ancestry
HGDP00776,Han,East Asian,hgdp,,East Asian
HGDP00777,Han,East Asian,hgdp,,East Asian
HGDP00778,Han,East Asian,hgdp,,East Asian
HGDP00779,Han,East Asian,hgdp,,East Asian
HGDP00780,Han,East Asian,hgdp,,East Asian
HGDP00781,Han,East Asian,hgdp,,East Asian
HGDP00782,Han,East Asian,hgdp,,East Asian
HGDP00783,Han,East Asian,hgdp,,East Asian
HGDP00784,Han,East Asian,hgdp,,East Asian
HGDP00785,Han,East Asian,hgdp,,East Asian
HGDP00786,Han,East Asian,hgdp,,East Asian
HGDP00787,Bougainville,Oceanian,hgdp,,Oceanian
HGDP00788,Bougainville,Oceanian,hgdp,,Oceanian
HGDP00790,Japanese,East Asian,hgdp,,East Asian
HGDP00791,Japanese,East Asian,hgdp,,East Asian
HGDP00794,Orcadian,European,hgdp,,European
HGDP00795,Orcadian,European,hgdp,,European
HGDP00796,Orcadian,European,hgdp,,European
HGDP00797,Orcadian,European,hgdp,,European
HGDP00798,Orcadian,European,hgdp,,European
HGDP00799,Orcadian,European,hgdp,,European
HGDP00800,Orcadian,European,hgdp,,European
HGDP00802,Orcadian,European,hgdp,,European
HGDP00803,Orcadian,European,hgdp,,European
HGDP00804,Orcadian,European,hgdp,,European
HGDP00805,Orcadian,European,hgdp,,European
HGDP00806,Orcadian,European,hgdp,,European
HGDP00807,Orcadian,European,hgdp,,European
HGDP00808,Orcadian,European,hgdp,,European
HGDP00810,Orcadian,European,hgdp,,European
HGDP00811,Han,East Asian,hgdp,,East Asian
HGDP00812,Han,East Asian,hgdp,,East Asian
HGDP00813,Han,East Asian,hgdp,,East Asian
HGDP00814,Han,East Asian,hgdp,,East Asian
HGDP00815,Han,East Asian,hgdp,,East Asian
HGDP00817,Han,East Asian,hgdp,,East Asian
HGDP00818,Han,East Asian,hgdp,,East Asian
HGDP00819,Han,East Asian,hgdp,,East Asian
HGDP00820,Han,East Asian,hgdp,,East Asian
HGDP00821,Han,East Asian,hgdp,,East Asian
HGDP00822,Han,East Asian,hgdp,,East Asian
HGDP00828,Japanese,East Asian,hgdp,,East Asian
HGDP00832,Surui,American,hgdp,,American
HGDP00837,Surui,American,hgdp,,American
HGDP00838,Surui,American,hgdp,,American
HGDP00843,Surui,American,hgdp,,American
HGDP00845,Surui,American,hgdp,,American
HGDP00846,Surui,American,hgdp,,American
HGDP00849,Surui,American,hgdp,,American
HGDP00852,Surui,American,hgdp,,American
HGDP00854,Maya,American,hgdp,,
HGDP00855,Maya,American,hgdp,,American
HGDP00856,Maya,American,hgdp,,American
HGDP00857,Maya,American,hgdp,,American
HGDP00858,Maya,American,hgdp,,
HGDP00859,Maya,American,hgdp,,
HGDP00860,Maya,American,hgdp,,
HGDP00861,Maya,American,hgdp,,
HGDP00862,Maya,American,hgdp,,
HGDP00863,Maya,American,hgdp,,
HGDP00864,Maya,American,hgdp,,American
HGDP00865,Maya,American,hgdp,,American
HGDP00868,Maya,American,hgdp,,
HGDP00869,Maya,American,hgdp,,
HGDP00870,Maya,American,hgdp,,
HGDP00871,Maya,American,hgdp,,
HGDP00872,Maya,American,hgdp,,American
HGDP00873,Maya,American,hgdp,,American
HGDP00875,Maya,American,hgdp,,
HGDP00876,Maya,American,hgdp,,
HGDP00877,Maya,American,hgdp,,
HGDP00879,Russian,European,hgdp,,European
HGDP00880,Russian,European,hgdp,,European
HGDP00881,Russian,European,hgdp,,European
HGDP00882,Russian,European,hgdp,,European
HGDP00883,Russian,European,hgdp,,European
HGDP00884,Russian,European,hgdp,,European
HGDP00885,Russian,European,hgdp,,European
HGDP00886,Russian,European,hgdp,,European
HGDP00887,Russian,European,hgdp,,European
HGDP00888,Russian,European,hgdp,,European
HGDP00889,Russian,European,hgdp,,European
HGDP00890,Russian,European,hgdp,,European
HGDP00891,Russian,European,hgdp,,European
HGDP00892,Russian,European,hgdp,,European
HGDP00893,Russian,European,hgdp,,European
HGDP00894,Russian,European,hgdp,,European
HGDP00895,Russian,European,hgdp,,European
HGDP00896,Russian,European,hgdp,,European
HGDP00897,Russian,European,hgdp,,European
HGDP00898,Russian,European,hgdp,,European
HGDP00899,Russian,European,hgdp,,European
HGDP00900,Russian,European,hgdp,,European
HGDP00901,Russian,European,hgdp,,European
HGDP00902,Russian,European,hgdp,,European
HGDP00903,Russian,European,hgdp,,European
HGDP00904,Mandenka,African,hgdp,,African
HGDP00905,Mandenka,African,hgdp,,African
HGDP00906,Mandenka,African,hgdp,,African
HGDP00907,Mandenka,African,hgdp,,African
HGDP00908,Mandenka,African,hgdp,,African
HGDP00909,Mandenka,African,hgdp,,African
HGDP00910,Mandenka,African,hgdp,,African
HGDP00911,Mandenka,African,hgdp,,African
HGDP00912,Mandenka,African,hgdp,,African
HGDP00913,Mandenka,African,hgdp,,African
HGDP00914,Mandenka,African,hgdp,,African
HGDP00915,Mandenka,African,hgdp,,African
HGDP00917,Mandenka,African,hgdp,,African
HGDP00918,Mandenka,African,hgdp,,African
HGDP00920,Yoruba,African,hgdp,,African
HGDP00924,Yoruba,African,hgdp,,African
HGDP00925,Yoruba,African,hgdp,,African
HGDP00926,Yoruba,African,hgdp,,African
HGDP00927,Yoruba,African,hgdp,,African
HGDP00928,Yoruba,African,hgdp,,African
HGDP00929,Yoruba,African,hgdp,,African
HGDP00930,Yoruba,African,hgdp,,African
HGDP00931,Yoruba,African,hgdp,,African
HGDP00932,Yoruba,African,hgdp,,African
HGDP00933,Yoruba,African,hgdp,,African
HGDP00934,Yoruba,African,hgdp,,African
HGDP00935,Yoruba,African,hgdp,,African
HGDP00936,Yoruba,African,hgdp,,African
HGDP00937,Yoruba,African,hgdp,,African
HGDP00938,Yoruba,African,hgdp,,African
HGDP00939,Yoruba,African,hgdp,,African
HGDP00940,Yoruba,African,hgdp,,African
HGDP00941,Yoruba,African,hgdp,,African
HGDP00942,Yoruba,African,hgdp,,African
HGDP00943,Yoruba,African,hgdp,,African
HGDP00944,Yoruba,African,hgdp,,African
HGDP00945,Yakut,East Asian,hgdp,,East Asian
HGDP00946,Yakut,East Asian,hgdp,,East Asian
HGDP00947,Yakut,East Asian,hgdp,,East Asian
HGDP00948,Yakut,East Asian,hgdp,,East Asian
HGDP00949,Yakut,East Asian,hgdp,,East Asian
HGDP00950,Yakut,East Asian,hgdp,,East Asian
HGDP00951,Yakut,East Asian,hgdp,,East Asian
HGDP00952,Yakut,East Asian,hgdp,,East Asian
HGDP00953,Yakut,East Asian,hgdp,,East Asian
HGDP00954,Yakut,East Asian,hgdp,,East Asian
HGDP00955,Yakut,East Asian,hgdp,,East Asian
HGDP00956,Yakut,East Asian,hgdp,,East Asian
HGDP00957,Yakut,East Asian,hgdp,,East Asian
HGDP00958,Yakut,East Asian,hgdp,,East Asian
HGDP00959,Yakut,East Asian,hgdp,,East Asian
HGDP00960,Yakut,East Asian,hgdp,,East Asian
HGDP00961,Yakut,East Asian,hgdp,,East Asian
HGDP00962,Yakut,East Asian,hgdp,,East Asian
HGDP00963,Yakut,East Asian,hgdp,,East Asian
HGDP00964,Yakut,East Asian,hgdp,,East Asian
HGDP00965,Yakut,East Asian,hgdp,,East Asian
HGDP00966,Yakut,East Asian,hgdp,,East Asian
HGDP00967,Yakut,East Asian,hgdp,,East Asian
HGDP00968,Yakut,East Asian,hgdp,,East Asian
HGDP00969,Yakut,East Asian,hgdp,,East Asian
HGDP00970,Colombian,American,hgdp,,American
HGDP00971,Han,East Asian,hgdp,,East Asian
HGDP00972,Han,East Asian,hgdp,,East Asian
HGDP00973,Han,East Asian,hgdp,,East Asian
HGDP00974,Han,East Asian,hgdp,,East Asian
HGDP00975,Han,East Asian,hgdp,,East Asian
HGDP00976,Han,East Asian,hgdp,,East Asian
HGDP00977,Han,East Asian,hgdp,,East Asian
HGDP00982,Mbuti,African,hgdp,,African
HGDP00984,Mbuti,African,hgdp,,African
HGDP00985,Biaka,African,hgdp,,African
HGDP00986,Biaka,African,hgdp,,African
HGDP00987,San,African,hgdp,,African
HGDP00991,San,African,hgdp,,African
HGDP00992,San,African,hgdp,,African
HGDP00993,BantuSouthAfrica,African,hgdp,,African
HGDP00994,BantuSouthAfrica,African,hgdp,,African
HGDP00995,Karitiana,American,hgdp,,American
HGDP00998,Karitiana,American,hgdp,,American
HGDP00999,Karitiana,American,hgdp,,American
HGDP01001,Karitiana,American,hgdp,,American
HGDP01009,Karitiana,American,hgdp,,American
HGDP01010,Karitiana,American,hgdp,,American
HGDP01012,Karitiana,American,hgdp,,American
HGDP01013,Karitiana,American,hgdp,,American
HGDP01014,Karitiana,American,hgdp,,American
HGDP01015,Karitiana,American,hgdp,,American
HGDP01018,Karitiana,American,hgdp,,American
HGDP01019,Karitiana,American,hgdp,,American
HGDP01021,Han,East Asian,hgdp,,East Asian
HGDP01023,Han,East Asian,hgdp,,East Asian
HGDP01027,Bougainville,Oceanian,hgdp,,Oceanian
HGDP01028,BantuSouthAfrica,African,hgdp,,African
HGDP01029,San,African,hgdp,,African
HGDP01030,BantuSouthAfrica,African,hgdp,,African
HGDP01031,BantuSouthAfrica,African,hgdp,,African
HGDP01032,San,African,hgdp,,African
HGDP01033,BantuSouthAfrica,African,hgdp,,African
HGDP01034,BantuSouthAfrica,African,hgdp,,African
HGDP01035,BantuSouthAfrica,African,hgdp,,African
HGDP01036,San,African,hgdp,,African
HGDP01037,Pima,American,hgdp,,American
HGDP01041,Pima,American,hgdp,,American
HGDP01043,Pima,American,hgdp,,American
HGDP01044,Pima,American,hgdp,,American
HGDP01047,Pima,American,hgdp,,American
HGDP01050,Pima,American,hgdp,,American
HGDP01053,Pima,American,hgdp,,American
HGDP01055,Pima,American,hgdp,,
HGDP01056,Pima,American,hgdp,,American
HGDP01057,Pima,American,hgdp,,American
HGDP01058,Pima,American,hgdp,,American
HGDP01059,Pima,American,hgdp,,American
HGDP01060,Pima,American,hgdp,,American
HGDP01062,Sardinian,European,hgdp,,European
HGDP01063,Sardinian,European,hgdp,,European
HGDP01064,Sardinian,European,hgdp,,European
HGDP01065,Sardinian,European,hgdp,,European
HGDP01066,Sardinian,European,hgdp,,European
HGDP01067,Sardinian,European,hgdp,,European
HGDP01068,Sardinian,European,hgdp,,European
HGDP01069,Sardinian,European,hgdp,,European
HGDP01070,Sardinian,European,hgdp,,European
HGDP01071,Sardinian,European,hgdp,,European
HGDP01072,Sardinian,European,hgdp,,European
HGDP01073,Sardinian,European,hgdp,,European
HGDP01074,Sardinian,European,hgdp,,European
HGDP01075,Sardinian,European,hgdp,,European
HGDP01076,Sardinian,European,hgdp,,European
HGDP01077,Sardinian,European,hgdp,,European
HGDP01078,Sardinian,European,hgdp,,European
HGDP01079,Sardinian,European,hgdp,,European
HGDP01081,Mbuti,African,hgdp,,African
HGDP01086,Biaka,African,hgdp,,African
HGDP01090,Biaka,African,hgdp,,African
HGDP01094,Biaka,African,hgdp,,African
HGDP01095,Tujia,East Asian,hgdp,,East Asian
HGDP01096,Tujia,East Asian,hgdp,,East Asian
HGDP01098,Tujia,East Asian,hgdp,,East Asian
HGDP01099,Tujia,East Asian,hgdp,,East Asian
HGDP01100,Tujia,East Asian,hgdp,,East Asian
HGDP01101,Tujia,East Asian,hgdp,,East Asian
HGDP01102,Tujia,East Asian,hgdp,,East Asian
HGDP01103,Tujia,East Asian,hgdp,,East Asian
HGDP01104,Tujia,East Asian,hgdp,,East Asian
HGDP01149,BergamoItalian,European,hgdp,,European
HGDP01151,BergamoItalian,European,hgdp,,European
HGDP01152,BergamoItalian,European,hgdp,,European
HGDP01153,BergamoItalian,European,hgdp,,European
HGDP01155,BergamoItalian,European,hgdp,,European
HGDP01156,BergamoItalian,European,hgdp,,European
HGDP01157,BergamoItalian,European,hgdp,,European
HGDP01161,Tuscan,European,hgdp,,European
HGDP01162,Tuscan,European,hgdp,,European
HGDP01163,Tuscan,European,hgdp,,European
HGDP01164,Tuscan,European,hgdp,,European
HGDP01166,Tuscan,European,hgdp,,European
HGDP01167,Tuscan,European,hgdp,,European
HGDP01168,Tuscan,European,hgdp,,European
HGDP01169,Tuscan,European,hgdp,,European
HGDP01171,BergamoItalian,European,hgdp,,European
HGDP01172,BergamoItalian,European,hgdp,,European
HGDP01173,BergamoItalian,European,hgdp,,European
HGDP01174,BergamoItalian,European,hgdp,,European
HGDP01177,BergamoItalian,European,hgdp,,European
HGDP01179,Yi,East Asian,hgdp,,East Asian
HGDP01180,Yi,East Asian,hgdp,,East Asian
HGDP01181,Yi,East Asian,hgdp,,East Asian
HGDP01182,Yi,East Asian,hgdp,,East Asian
HGDP01183,Yi,East Asian,hgdp,,East Asian
HGDP01184,Yi,East Asian,hgdp,,East Asian
HGDP01185,Yi,East Asian,hgdp,,East Asian
HGDP01186,Yi,East Asian,hgdp,,East Asian
HGDP01187,Yi,East Asian,hgdp,,East Asian
HGDP01188,Yi,East Asian,hgdp,,East Asian
HGDP01189,Miao,East Asian,hgdp,,East Asian
HGDP01190,Miao,East Asian,hgdp,,East Asian
HGDP01191,Miao,East Asian,hgdp,,East Asian
HGDP01192,Miao,East Asian,hgdp,,East Asian
HGDP01193,Miao,East Asian,hgdp,,East Asian
HGDP01194,Miao,East Asian,hgdp,,East Asian
HGDP01195,Miao,East Asian,hgdp,,East Asian
HGDP01196,Miao,East Asian,hgdp,,East Asian
HGDP01197,Miao,East Asian,hgdp,,East Asian
HGDP01198,Miao,East Asian,hgdp,,East Asian
HGDP01199,Mandenka,African,hgdp,,African
HGDP01200,Mandenka,African,hgdp,,African
HGDP01201,Mandenka,African,hgdp,,African
HGDP01202,Mandenka,African,hgdp,,African
HGDP01203,Oroqen,East Asian,hgdp,,East Asian
HGDP01204,Oroqen,East Asian,hgdp,,East Asian
HGDP01205,Oroqen,East Asian,hgdp,,East Asian
HGDP01206,Oroqen,East Asian,hgdp,,East Asian
HGDP01207,Oroqen,East Asian,hgdp,,East Asian
HGDP01208,Oroqen,East Asian,hgdp,,East Asian
HGDP01209,Oroqen,East Asian,hgdp,,East Asian
HGDP01211,Oroqen,East Asian,hgdp,,East Asian
HGDP01212,Oroqen,East Asian,hgdp,,East Asian
HGDP01213,Daur,East Asian,hgdp,,East Asian
HGDP01214,Daur,East Asian,hgdp,,East Asian
HGDP01215,Daur,East Asian,hgdp,,East Asian
HGDP01216,Daur,East Asian,hgdp,,East Asian
HGDP01217,Daur,East Asian,hgdp,,East Asian
HGDP01218,Daur,East Asian,hgdp,,East Asian
HGDP01220,Daur,East Asian,hgdp,,East Asian
HGDP01221,Daur,East Asian,hgdp,,East Asian
HGDP01222,Daur,East Asian,hgdp,,East Asian
HGDP01223,Mongolian,East Asian,hgdp,,East Asian
HGDP01224,Mongolian,East Asian,hgdp,,East Asian
HGDP01225,Mongolian,East Asian,hgdp,,East Asian
HGDP01227,Mongolian,East Asian,hgdp,,East Asian
HGDP01228,Mongolian,East Asian,hgdp,,East Asian
HGDP01229,Mongolian,East Asian,hgdp,,East Asian
HGDP01230,Mongolian,East Asian,hgdp,,East Asian
HGDP01231,Mongolian,East Asian,hgdp,,East Asian
HGDP01232,Mongolian,East Asian,hgdp,,East Asian
HGDP01233,Hezhen,East Asian,hgdp,,East Asian
HGDP01234,Hezhen,East Asian,hgdp,,East Asian
HGDP01236,Hezhen,East Asian,hgdp,,East Asian
HGDP01237,Hezhen,East Asian,hgdp,,East Asian
HGDP01238,Hezhen,East Asian,hgdp,,East Asian
HGDP01239,Hezhen,East Asian,hgdp,,East Asian
HGDP01240,Hezhen,East Asian,hgdp,,East Asian
HGDP01241,Hezhen,East Asian,hgdp,,East Asian
HGDP01242,Hezhen,East Asian,hgdp,,East Asian
HGDP01243,Xibo,East Asian,hgdp,,East Asian
HGDP01244,Xibo,East Asian,hgdp,,East Asian
HGDP01245,Xibo,East Asian,hgdp,,East Asian
HGDP01246,Xibo,East Asian,hgdp,,East Asian
HGDP01247,Xibo,East Asian,hgdp,,East Asian
HGDP01248,Xibo,East Asian,hgdp,,East Asian
HGDP01249,Xibo,East Asian,hgdp,,East Asian
HGDP01250,Xibo,East Asian,hgdp,,East Asian
HGDP01251,Xibo,East Asian,hgdp,,East Asian
HGDP01253,Mozabite,Middle Eastern,hgdp,,African
HGDP01254,Mozabite,Middle Eastern,hgdp,,African
HGDP01255,Mozabite,Middle Eastern,hgdp,,African
HGDP01256,Mozabite,Middle Eastern,hgdp,,African
HGDP01257,Mozabite,Middle Eastern,hgdp,,African
HGDP01258,Mozabite,Middle Eastern,hgdp,,African
HGDP01259,Mozabite,Middle Eastern,hgdp,,African
HGDP01260,Mozabite,Middle Eastern,hgdp,,African
HGDP01261,Mozabite,Middle Eastern,hgdp,,African
HGDP01262,Mozabite,Middle Eastern,hgdp,,African
HGDP01263,Mozabite,Middle Eastern,hgdp,,African
HGDP01264,Mozabite,Middle Eastern,hgdp,,African
HGDP01265,Mozabite,Middle Eastern,hgdp,,African
HGDP01266,Mozabite,Middle Eastern,hgdp,,African
HGDP01267,Mozabite,Middle Eastern,hgdp,,African
HGDP01268,Mozabite,Middle Eastern,hgdp,,African
HGDP01269,Mozabite,Middle Eastern,hgdp,,African
HGDP01270,Mozabite,Middle Eastern,hgdp,,African
HGDP01271,Mozabite,Middle Eastern,hgdp,,African
HGDP01272,Mozabite,Middle Eastern,hgdp,,African
HGDP01274,Mozabite,Middle Eastern,hgdp,,African
HGDP01275,Mozabite,Middle Eastern,hgdp,,African
HGDP01276,Mozabite,Middle Eastern,hgdp,,African
HGDP01277,Mozabite,Middle Eastern,hgdp,,African
HGDP01279,Mozabite,Middle Eastern,hgdp,,African
HGDP01280,Mozabite,Middle Eastern,hgdp,,African
HGDP01282,Mozabite,Middle Eastern,hgdp,,African
HGDP01283,Mandenka,African,hgdp,,African
HGDP01284,Mandenka,African,hgdp,,African
HGDP01285,Mandenka,African,hgdp,,African
HGDP01286,Mandenka,African,hgdp,,African
HGDP01287,NorthernHan,East Asian,hgdp,,East Asian
HGDP01288,NorthernHan,East Asian,hgdp,,East Asian
HGDP01289,NorthernHan,East Asian,hgdp,,East Asian
HGDP01290,NorthernHan,East Asian,hgdp,,East Asian
HGDP01291,NorthernHan,East Asian,hgdp,,East Asian
HGDP01292,NorthernHan,East Asian,hgdp,,East Asian
HGDP01293,NorthernHan,East Asian,hgdp,,East Asian
HGDP01294,NorthernHan,East Asian,hgdp,,East Asian
HGDP01295,NorthernHan,East Asian,hgdp,,East Asian
HGDP01296,NorthernHan,East Asian,hgdp,,East Asian
HGDP01297,Uygur,Central South Asian,hgdp,,East Asian
HGDP01298,Uygur,Central South Asian,hgdp,,East Asian
HGDP01299,Uygur,Central South Asian,hgdp,,East Asian
HGDP01300,Uygur,Central South Asian,hgdp,,East Asian
HGDP01301,Uygur,Central South Asian,hgdp,,East Asian
HGDP01302,Uygur,Central South Asian,hgdp,,East Asian
HGDP01303,Uygur,Central South Asian,hgdp,,East Asian
HGDP01304,Uygur,Central South Asian,hgdp,,East Asian
HGDP01305,Uygur,Central South Asian,hgdp,,East Asian
HGDP01306,Uygur,Central South Asian,hgdp,,East Asian
HGDP01307,Dai,East Asian,hgdp,,East Asian
HGDP01308,Dai,East Asian,hgdp,,East Asian
HGDP01309,Dai,East Asian,hgdp,,East Asian
HGDP01310,Dai,East Asian,hgdp,,East Asian
HGDP01311,Dai,East Asian,hgdp,,East Asian
HGDP01312,Dai,East Asian,hgdp,,East Asian
HGDP01313,Dai,East Asian,hgdp,,East Asian
HGDP01314,Dai,East Asian,hgdp,,East Asian
HGDP01315,Dai,East Asian,hgdp,,East Asian
HGDP01317,Lahu,East Asian,hgdp,,East Asian
HGDP01318,Lahu,East Asian,hgdp,,East Asian
HGDP01319,Lahu,East Asian,hgdp,,East Asian
HGDP01320,Lahu,East Asian,hgdp,,East Asian
HGDP01321,Lahu,East Asian,hgdp,,East Asian
HGDP01322,Lahu,East Asian,hgdp,,East Asian
HGDP01323,Lahu,East Asian,hgdp,,East Asian
HGDP01326,Lahu,East Asian,hgdp,,East Asian
HGDP01327,She,East Asian,hgdp,,East Asian
HGDP01328,She,East Asian,hgdp,,East Asian
HGDP01329,She,East Asian,hgdp,,East Asian
HGDP01330,She,East Asian,hgdp,,East Asian
HGDP01331,She,East Asian,hgdp,,East Asian
HGDP01332,She,East Asian,hgdp,,East Asian
HGDP01333,She,East Asian,hgdp,,East Asian
HGDP01334,She,East Asian,hgdp,,East Asian
HGDP01335,She,East Asian,hgdp,,East Asian
HGDP01336,She,East Asian,hgdp,,East Asian
HGDP01337,Naxi,East Asian,hgdp,,East Asian
HGDP01338,Naxi,East Asian,hgdp,,East Asian
HGDP01339,Naxi,East Asian,hgdp,,East Asian
HGDP01340,Naxi,East Asian,hgdp,,East Asian
HGDP01341,Naxi,East Asian,hgdp,,East Asian
HGDP01342,Naxi,East Asian,hgdp,,East Asian
HGDP01345,Naxi,East Asian,hgdp,,East Asian
HGDP01346,Naxi,East Asian,hgdp,,East Asian
HGDP01347,Tu,East Asian,hgdp,,East Asian
HGDP01348,Tu,East Asian,hgdp,,East Asian
HGDP01349,Tu,East Asian,hgdp,,East Asian
HGDP01350,Tu,East Asian,hgdp,,East Asian
HGDP01351,Tu,East Asian,hgdp,,East Asian
HGDP01352,Tu,East Asian,hgdp,,East Asian
HGDP01353,Tu,East Asian,hgdp,,East Asian
HGDP01354,Tu,East Asian,hgdp,,East Asian
HGDP01355,Tu,East Asian,hgdp,,East Asian
HGDP01356,Tu,East Asian,hgdp,,East Asian
HGDP01357,Basque,European,hgdp,,European
HGDP01358,Basque,European,hgdp,,European
HGDP01359,Basque,European,hgdp,,European
HGDP01360,Basque,European,hgdp,,European
HGDP01361,Basque,European,hgdp,,European
HGDP01362,Basque,European,hgdp,,European
HGDP01363,Basque,European,hgdp,,European
HGDP01364,Basque,European,hgdp,,European
HGDP01365,Basque,European,hgdp,,European
HGDP01366,Basque,European,hgdp,,European
HGDP01367,Basque,European,hgdp,,European
HGDP01368,Basque,European,hgdp,,European
HGDP01369,Basque,European,hgdp,,European
HGDP01370,Basque,European,hgdp,,European
HGDP01372,Basque,European,hgdp,,European
HGDP01373,Basque,European,hgdp,,European
HGDP01374,Basque,European,hgdp,,European
HGDP01375,Basque,European,hgdp,,European
HGDP01376,Basque,European,hgdp,,European
HGDP01377,Basque,European,hgdp,,European
HGDP01378,Basque,European,hgdp,,European
HGDP01379,Basque,European,hgdp,,European
HGDP01380,Basque,European,hgdp,,European
HGDP01382,Adygei,European,hgdp,,European
HGDP01383,Adygei,European,hgdp,,European
HGDP01384,Adygei,European,hgdp,,European
HGDP01385,Adygei,European,hgdp,,European
HGDP01386,Adygei,European,hgdp,,European
HGDP01387,Adygei,European,hgdp,,European
HGDP01388,Adygei,European,hgdp,,European
HGDP01396,Adygei,European,hgdp,,European
HGDP01397,Adygei,European,hgdp,,European
HGDP01398,Adygei,European,hgdp,,European
HGDP01399,Adygei,European,hgdp,,European
HGDP01400,Adygei,European,hgdp,,European
HGDP01401,Adygei,European,hgdp,,European
HGDP01402,Adygei,European,hgdp,,European
HGDP01403,Adygei,European,hgdp,,European
HGDP01404,Adygei,European,hgdp,,European
HGDP01405,BantuKenya,African,hgdp,,African
HGDP01406,BantuKenya,African,hgdp,,African
HGDP01408,BantuKenya,African,hgdp,,African
HGDP01411,BantuKenya,African,hgdp,,African
HGDP01412,BantuKenya,African,hgdp,,African
HGDP01414,BantuKenya,African,hgdp,,African
HGDP01415,BantuKenya,African,hgdp,,African
HGDP01416,BantuKenya,African,hgdp,,African
HGDP01417,BantuKenya,African,hgdp,,African
HGDP01418,BantuKenya,African,hgdp,,African
HGDP01419,BantuKenya,African,hgdp,,African
IHW9118,Australian,Oceanian,sgdp,Australia,Oceanian
IHW9193,Australian,Oceanian,sgdp,Australia,Oceanian
AV-21,Crete,West Eurasian,sgdp,Greece,European
TZ-11,Crete,West Eurasian,sgdp,Greece,European
DNK07,Dinka,African,sgdp,Sudan,African
mixe0007,Mixe,American,sgdp,Mexico,American
ALB212,Albanian,West Eurasian,sgdp,Albania,European
altai363p,Altaian,Central Asian Siberian,sgdp,Russia,East Asian
NA13604,Atayal,East Asian,sgdp,Taiwan,East Asian
TGBS21,Chane,American,sgdp,Argentina,American
ch113,Chechen,West Eurasian,sgdp,Russia,European
Sir19,Chukchi,Central Asian Siberian,sgdp,Russia,
NA15728,Czech,West Eurasian,sgdp,Czechoslovia(pre1989),European
Esk29,Eskimo_Chaplin,Central Asian Siberian,sgdp,Russia,East Asian
NA17385,Hawaiian,Oceanian,sgdp,USA,
Kor82,Itelman,Central Asian Siberian,sgdp,Russia,East Asian
KD4,Khonda_Dora,South Asian,sgdp,India,South Asian
NA17386,Maori,Oceanian,sgdp,New Zealand,
NOR111,Norwegian,West Eurasian,sgdp,Norway,European
ND15865,Polish,West Eurasian,sgdp,Poland,European
Sam02,Samaritan,West Eurasian,sgdp,Israel,European
Ayodo_81S,Somali,African,sgdp,Kenya,African
armenia293,Armenian,West Eurasian,sgdp,Armenia,West Asian
Armenian222,Armenian,West Eurasian,sgdp,Armenia,West Asian
NA21490,Masai,African,sgdp,Kenya,African
NA21581,Masai,African,sgdp,Kenya,African
Jordan603,Jordanian,West Eurasian,sgdp,Jordan,West Asian
abh107,Abkhasian,West Eurasian,sgdp,Abkhazia,European
abh100,Abkhasian,West Eurasian,sgdp,Russia,European
Ale22,Aleut,Central Asian Siberian,sgdp,Russia,
Ale20,Aleut,Central Asian Siberian,sgdp,Russia,
NA13607,Ami,East Asian,sgdp,Taiwan,East Asian
NA13616,Ami,East Asian,sgdp,Taiwan,East Asian
B11,Brahmin,South Asian,sgdp,India,South Asian
B17,Brahmin,South Asian,sgdp,India,South Asian
BulgarianB4,Bulgarian,West Eurasian,sgdp,Bulgaria,European
BulgarianC1,Bulgarian,West Eurasian,sgdp,Bulgaria,European
Bu16,Burmese,East Asian,sgdp,Myanmar,East Asian
Bu5,Burmese,East Asian,sgdp,Myanmar,East Asian
DNK5,Dinka,African,sgdp,Sudan,African
DNK11,Dinka,African,sgdp,Sudan,African
Dus22,Dusun,Oceanian,sgdp,Brunei,Oceanian
Dus16,Dusun,Oceanian,sgdp,Brunei,Oceanian
Nesk_22,Eskimo_Naukan,Central Asian Siberian,sgdp,Russia,East Asian
Nesk_25,Eskimo_Naukan,Central Asian Siberian,sgdp,Russia,East Asian
Sir26,Eskimo_Sireniki,Central Asian Siberian,sgdp,Russia,East Asian
Sir40,Eskimo_Sireniki,Central Asian Siberian,sgdp,Russia,East Asian
Est375,Estonian,West Eurasian,sgdp,Estonia,European
Est400,Estonian,West Eurasian,sgdp,Estonia,European
mg27,Georgian,West Eurasian,sgdp,Georgia,West Asian
mg31,Georgian,West Eurasian,sgdp,Georgia,West Asian
NA17377,Greek,West Eurasian,sgdp,Greece,European
NA17374,Greek,West Eurasian,sgdp,Greece,European
NA15203,Hungarian,West Eurasian,sgdp,Hungary,European
NA15202,Hungarian,West Eurasian,sgdp,Hungary,European
NA15761,Icelandic,West Eurasian,sgdp,Iceland,European
NA15763,Icelandic,West Eurasian,sgdp,Iceland,European
Igor20,Igorot,Oceanian,sgdp,Philippines,East Asian
Igor21,Igorot,Oceanian,sgdp,Philippines,East Asian
iran17,Iranian,West Eurasian,sgdp,Iran,West Asian
iran11,Iranian,West Eurasian,sgdp,Iran,West Asian
IraqiJew1771,Iraqi_Jew,West Eurasian,sgdp,Iraq,West Asian
IraqiJew4291,Iraqi_Jew,West Eurasian,sgdp,Iraq,West Asian
I1,Irula,South Asian,sgdp,India,South Asian
I3,Irula,South Asian,sgdp,India,South Asian
K1,Kapu,South Asian,sgdp,India,South Asian
K4,Kapu,South Asian,sgdp,India,South Asian
SA0342,Khomani_San,African,sgdp,SouthAfrica,African
